,ID,Mach No,Angle of Attack,Lift Coefficient,Drag Coefficient,Airfoil_type
8589,DP 47,0.92,-8,-0.66482604,0.20564066,rae2822
8590,DP 48,0.94,-8,-0.64830746,0.20289608,rae2822
8591,DP 49,0.96,-8,-0.62777348,0.19870136,rae2822
8592,DP 50,0.98,-8,-0.61100256,0.19495141,rae2822
8593,DP 51,1,-8,-0.59672606,0.19156387,rae2822
8594,DP 52,1.02,-8,-0.58412713,0.1884951,rae2822
8595,DP 53,1.04,-8,-0.57310963,0.18571164,rae2822
8596,DP 54,1.06,-8,-0.5632098,0.18314562,rae2822
8597,DP 55,1.08,-8,-0.55449831,0.18080272,rae2822
8598,DP 56,1.1,-8,-0.54701245,0.17868342,rae2822
8599,DP 57,1.12,-8,-0.54059876,0.17676812,rae2822
8600,DP 58,1.14,-8,-0.53460178,0.17497797,rae2822
8601,DP 59,1.16,-8,-0.52800053,0.17319006,rae2822
8602,DP 60,1.18,-8,-0.52058332,0.17145498,rae2822
8603,DP 61,1.2,-8,-0.51313166,0.16984527,rae2822
8604,DP 62,1.22,-8,-0.50568125,0.16807974,rae2822
8605,DP 63,1.24,-8,-0.49969819,0.1663785,rae2822
8606,DP 64,1.26,-8,-0.49730635,0.16526669,rae2822
8607,DP 65,1.28,-8,-0.49556086,0.16450756,rae2822
8608,DP 66,1.3,-8,-0.48982885,0.16335376,rae2822
8609,DP 67,1.32,-8,-0.47969845,0.16171942,rae2822
8610,DP 68,1.34,-8,-0.4670229,0.15990763,rae2822
8611,DP 69,1.36,-8,-0.45406885,0.15821505,rae2822
8612,DP 70,1.38,-8,-0.44278646,0.15672399,rae2822
8613,DP 71,1.4,-8,-0.43336428,0.15532758,rae2822
8614,DP 0,0.7,-7,-0.59516803,0.077621627,rae2822
8615,DP 1,0.72,-7,-0.60202153,0.082857977,rae2822
8616,DP 2,0.74,-7,-0.59760827,0.089070252,rae2822
8617,DP 3,0.76,-7,-0.58510896,0.095795432,rae2822
8618,DP 4,0.78,-7,-0.56737094,0.10292098,rae2822
8619,DP 5,0.8,-7,-0.54463076,0.11034898,rae2822
8620,DP 6,0.82,-7,-0.51853597,0.11858024,rae2822
8621,DP 7,0.84,-7,-0.48149907,0.12780222,rae2822
8622,DP 8,0.86,-7,-0.46665901,0.14273871,rae2822
8623,DP 9,0.88,-7,-0.53097719,0.16728255,rae2822
8624,DP 10,0.9,-7,-0.61777014,0.1924086,rae2822
8625,DP 11,0.92,-7,-0.66482604,0.20564066,rae2822
8626,DP 12,0.94,-7,-0.64830746,0.20289608,rae2822
8627,DP 13,0.96,-7,-0.62777348,0.19870136,rae2822
8628,DP 14,0.98,-7,-0.61100256,0.19495141,rae2822
8629,DP 15,1,-7,-0.59672606,0.19156387,rae2822
8630,DP 16,1.02,-7,-0.58412713,0.1884951,rae2822
8631,DP 17,1.04,-7,-0.57310963,0.18571164,rae2822
8632,DP 18,1.06,-7,-0.5632098,0.18314562,rae2822
8633,DP 19,1.08,-7,-0.55449831,0.18080272,rae2822
8634,DP 20,1.1,-7,-0.54701245,0.17868342,rae2822
8635,DP 21,1.12,-7,-0.54059876,0.17676812,rae2822
8636,DP 22,1.14,-7,-0.53460178,0.17497797,rae2822
8637,DP 23,1.16,-7,-0.52800053,0.17319006,rae2822
8638,DP 24,1.18,-7,-0.52058332,0.17145498,rae2822
8639,DP 25,1.2,-7,-0.51313166,0.16984527,rae2822
8640,DP 26,1.22,-7,-0.50568125,0.16807974,rae2822
8641,DP 27,1.24,-7,-0.49969819,0.1663785,rae2822
8642,DP 28,1.26,-7,-0.49730635,0.16526669,rae2822
8643,DP 29,1.28,-7,-0.49556086,0.16450756,rae2822
8644,DP 30,1.3,-7,-0.48982885,0.16335376,rae2822
8645,DP 31,1.32,-7,-0.47969845,0.16171942,rae2822
8646,DP 32,1.34,-7,-0.4670229,0.15990763,rae2822
8647,DP 33,1.36,-7,-0.45406885,0.15821505,rae2822
8648,DP 34,1.38,-7,-0.44278646,0.15672399,rae2822
8649,DP 35,1.4,-7,-0.43336428,0.15532758,rae2822
8650,DP 36,0.7,-12,-0.55940115,0.16209835,rae2822
8651,DP 37,0.72,-12,-0.56993887,0.14825945,rae2822
8652,DP 38,0.74,-12,-0.58024468,0.15153536,rae2822
8653,DP 39,0.76,-12,-0.59442215,0.15610842,rae2822
8654,DP 40,0.78,-12,-0.61039664,0.16238613,rae2822
8655,DP 41,0.8,-12,-0.62780547,0.17048856,rae2822
8656,DP 42,0.82,-12,-0.64895177,0.18105697,rae2822
8657,DP 43,0.84,-12,-0.68018983,0.19621836,rae2822
8658,DP 44,0.86,-12,-0.73539306,0.21900179,rae2822
8659,DP 45,0.88,-12,-0.84389145,0.25835264,rae2822
8660,DP 46,0.9,-12,-0.97503078,0.30288257,rae2822
8661,DP 47,0.92,-12,-0.98991818,0.31123009,rae2822
8662,DP 48,0.94,-12,-0.95487085,0.30370762,rae2822
8663,DP 49,0.96,-12,-0.92583218,0.29663123,rae2822
8664,DP 50,0.98,-12,-0.90182103,0.29045169,rae2822
8665,DP 51,1,-12,-0.88116616,0.2849392,rae2822
8666,DP 52,1.02,-12,-0.86285001,0.27998838,rae2822
8667,DP 53,1.04,-12,-0.84644907,0.27546667,rae2822
8668,DP 54,1.06,-12,-0.8316153,0.2713065,rae2822
8669,DP 55,1.08,-12,-0.81820918,0.26747791,rae2822
8670,DP 56,1.1,-12,-0.8061866,0.26399395,rae2822
8671,DP 57,1.12,-12,-0.79550646,0.26088918,rae2822
8672,DP 58,1.14,-12,-0.78609823,0.25818455,rae2822
8673,DP 59,1.16,-12,-0.77786143,0.25577358,rae2822
8674,DP 60,1.18,-12,-0.77003854,0.25339147,rae2822
8675,DP 61,1.2,-12,-0.76171995,0.25104911,rae2822
8676,DP 62,1.22,-12,-0.75254958,0.24866123,rae2822
8677,DP 63,1.24,-12,-0.7427613,0.24611028,rae2822
8678,DP 64,1.26,-12,-0.73341741,0.24358197,rae2822
8679,DP 65,1.28,-12,-0.72570261,0.24140181,rae2822
8680,DP 66,1.3,-12,-0.72026887,0.2399044,rae2822
8681,DP 67,1.32,-12,-0.71485495,0.23853344,rae2822
8682,DP 68,1.34,-12,-0.70635534,0.23657602,rae2822
8683,DP 69,1.36,-12,-0.69482318,0.23409008,rae2822
8684,DP 70,1.38,-12,-0.68112288,0.23126633,rae2822
8685,DP 71,1.4,-12,-0.66553962,0.22824594,rae2822
8686,DP 0,0.7,8,0.92301753,0.11738264,rae2822
8687,DP 1,0.72,8,0.9417252,0.12416225,rae2822
8688,DP 2,0.74,8,0.95666265,0.13227335,rae2822
8689,DP 3,0.76,8,0.96470692,0.14108924,rae2822
8690,DP 4,0.78,8,0.97228464,0.15119546,rae2822
8691,DP 5,0.8,8,0.98151183,0.16313036,rae2822
8692,DP 6,0.82,8,0.99657679,0.17791578,rae2822
8693,DP 7,0.84,8,1.0330084,0.19886406,rae2822
8694,DP 8,0.86,8,1.0963205,0.22677272,rae2822
8695,DP 9,0.88,8,1.0685775,0.23432582,rae2822
8696,DP 10,0.9,8,0.98542725,0.22977812,rae2822
8697,DP 11,0.92,8,0.89003259,0.22335953,rae2822
8698,DP 12,0.94,8,0.79529303,0.21717287,rae2822
8699,DP 13,0.96,8,0.73126694,0.21149999,rae2822
8700,DP 14,0.98,8,0.70051577,0.20701685,rae2822
8701,DP 15,1,8,0.67887709,0.20316758,rae2822
8702,DP 16,1.02,8,0.66143269,0.19977067,rae2822
8703,DP 17,1.04,8,0.64670367,0.19667946,rae2822
8704,DP 18,1.06,8,0.63396426,0.19384288,rae2822
8705,DP 19,1.08,8,0.62283837,0.191252,rae2822
8706,DP 20,1.1,8,0.61299483,0.18893289,rae2822
8707,DP 21,1.12,8,0.60403145,0.18691933,rae2822
8708,DP 22,1.14,8,0.59547124,0.18507588,rae2822
8709,DP 23,1.16,8,0.58678774,0.18319537,rae2822
8710,DP 24,1.18,8,0.57788302,0.1813349,rae2822
8711,DP 25,1.2,8,0.56867489,0.17941802,rae2822
8712,DP 26,1.22,8,0.56064284,0.17739521,rae2822
8713,DP 27,1.24,8,0.55511234,0.17551971,rae2822
8714,DP 28,1.26,8,0.55284873,0.17429929,rae2822
8715,DP 29,1.28,8,0.55021219,0.17363902,rae2822
8716,DP 30,1.3,8,0.54202085,0.17253945,rae2822
8717,DP 31,1.32,8,0.52875294,0.17087358,rae2822
8718,DP 32,1.34,8,0.51413215,0.1690808,rae2822
8719,DP 33,1.36,8,0.5007286,0.16735877,rae2822
8720,DP 34,1.38,8,0.48881618,0.16571471,rae2822
8721,DP 35,1.4,8,0.47858995,0.16416231,rae2822
8722,DP 0,0.7,1,0.80294024,0.036161469,kc_winglet
8723,DP 1,0.72,1,0.83153793,0.038605808,kc_winglet
8724,DP 2,0.74,1,0.8721427,0.04320365,kc_winglet
8725,DP 3,0.76,1,0.91992036,0.053634569,kc_winglet
8726,DP 4,0.78,1,0.95673642,0.068305961,kc_winglet
8727,DP 5,0.8,1,0.95636939,0.081491754,kc_winglet
8728,DP 6,0.82,1,0.91477662,0.09015089,kc_winglet
8729,DP 7,0.84,1,0.84150178,0.09426258,kc_winglet
8730,DP 8,0.86,1,0.75138618,0.095315052,kc_winglet
8731,DP 9,0.88,1,0.65526326,0.094768214,kc_winglet
8732,DP 10,0.9,1,0.55808802,0.094768214,kc_winglet
8733,DP 11,0.92,1,0.46082984,0.092120283,kc_winglet
8734,DP 12,0.94,1,0.35996742,0.092263197,kc_winglet
8735,DP 13,0.96,1,0.27137148,0.093411528,kc_winglet
8736,DP 14,0.98,1,0.23014451,0.092794554,kc_winglet
8737,DP 15,1,1,0.21411485,0.091652286,kc_winglet
8738,DP 16,1.02,1,0.20326487,0.090515224,kc_winglet
8739,DP 17,1.04,1,0.19476841,0.089423926,kc_winglet
8740,DP 18,1.06,1,0.18762853,0.088394564,kc_winglet
8741,DP 19,1.08,1,0.18141516,0.087443224,kc_winglet
8742,DP 20,1.1,1,0.17623244,0.086571627,kc_winglet
8743,DP 21,1.12,1,0.17231024,0.085772813,kc_winglet
8744,DP 22,1.14,1,0.16923958,0.084960979,kc_winglet
8745,DP 23,1.16,1,0.16542998,0.084035107,kc_winglet
8746,DP 24,1.18,1,0.15933521,0.082820692,kc_winglet
8747,DP 25,1.2,1,0.15019228,0.081682855,kc_winglet
8748,DP 26,1.22,1,0.14067985,0.081091943,kc_winglet
8749,DP 27,1.24,1,0.13303775,0.080913313,kc_winglet
8750,DP 28,1.26,1,0.1267716,0.080756112,kc_winglet
8751,DP 29,1.28,1,0.12083186,0.080398833,kc_winglet
8752,DP 30,1.3,1,0.11511396,0.079905107,kc_winglet
8753,DP 31,1.32,1,0.10969321,0.079371611,kc_winglet
8754,DP 32,1.34,1,0.10456796,0.07883398,kc_winglet
8755,DP 33,1.36,1,0.099740444,0.078300298,kc_winglet
8756,DP 34,1.38,1,0.095201509,0.07776901,kc_winglet
8757,DP 35,1.4,1,0.090927653,0.077230128,kc_winglet
8758,DP 0,0.7,2,0.96016464,0.04588605,kc_winglet
8759,DP 1,0.72,2,1.003874,0.05055652,kc_winglet
8760,DP 2,0.74,2,1.0551034,0.0609338,kc_winglet
8761,DP 3,0.76,2,1.0949885,0.076471757,kc_winglet
8762,DP 4,0.78,2,1.1094212,0.092099832,kc_winglet
8763,DP 5,0.8,2,1.0897785,0.1043084,kc_winglet
8764,DP 6,0.82,2,1.0402333,0.11211228,kc_winglet
8765,DP 7,0.84,2,0.96021553,0.1146134,kc_winglet
8766,DP 8,0.86,2,0.86600628,0.11387462,kc_winglet
8767,DP 9,0.88,2,0.76889076,0.11158847,kc_winglet
8768,DP 10,0.9,2,0.67422779,0.1086175,kc_winglet
8769,DP 11,0.92,2,0.58481118,0.10549772,kc_winglet
8770,DP 12,0.94,2,0.50397843,0.10282902,kc_winglet
8771,DP 13,0.96,2,0.43437638,0.10121215,kc_winglet
8772,DP 14,0.98,2,0.38213838,0.10012462,kc_winglet
8773,DP 15,1,2,0.34814144,0.098887715,kc_winglet
8774,DP 16,1.02,2,0.32701499,0.097587773,kc_winglet
8775,DP 17,1.04,2,0.31241996,0.096324807,kc_winglet
8776,DP 18,1.06,2,0.30126355,0.095132453,kc_winglet
8777,DP 19,1.08,2,0.29225622,0.094032034,kc_winglet
8778,DP 20,1.1,2,0.2847394,0.093043074,kc_winglet
8779,DP 21,1.12,2,0.27867123,0.092148588,kc_winglet
8780,DP 22,1.14,2,0.27424283,0.091315741,kc_winglet
8781,DP 23,1.16,2,0.27006995,0.090352494,kc_winglet
8782,DP 24,1.18,2,0.26415768,0.089043497,kc_winglet
8783,DP 25,1.2,2,0.25428427,0.087808429,kc_winglet
8784,DP 26,1.22,2,0.24133809,0.087169288,kc_winglet
8785,DP 27,1.24,2,0.22657513,0.086782734,kc_winglet
8786,DP 28,1.26,2,0.21338109,0.086267079,kc_winglet
8787,DP 29,1.28,2,0.20268344,0.085617365,kc_winglet
8788,DP 30,1.3,2,0.19348694,0.084888305,kc_winglet
8789,DP 31,1.32,2,0.18519127,0.084119556,kc_winglet
8790,DP 32,1.34,2,0.1775257,0.083329587,kc_winglet
8791,DP 33,1.36,2,0.17035765,0.082527075,kc_winglet
8792,DP 34,1.38,2,0.16360807,0.081715617,kc_winglet
8793,DP 35,1.4,2,0.15725499,0.080903823,kc_winglet
8794,DP 0,0.7,-2,0.30023196,0.025660104,kc_winglet
8795,DP 1,0.72,-2,0.30664718,0.026482847,kc_winglet
8796,DP 2,0.74,-2,0.314947,0.027514693,kc_winglet
8797,DP 3,0.76,-2,0.32634603,0.028922404,kc_winglet
8798,DP 4,0.78,-2,0.34310844,0.031241515,kc_winglet
8799,DP 5,0.8,-2,0.37003939,0.036086123,kc_winglet
8800,DP 6,0.82,-2,0.3968298,0.044561642,kc_winglet
8801,DP 7,0.84,-2,0.38373222,0.053563184,kc_winglet
8802,DP 8,0.86,-2,0.32185932,0.060601451,kc_winglet
8803,DP 9,0.88,-2,0.22673851,0.067103271,kc_winglet
8804,DP 10,0.9,-2,0.10791909,0.075382322,kc_winglet
8805,DP 11,0.92,-2,-0.011161853,0.085758017,kc_winglet
8806,DP 12,0.94,-2,-0.095921892,0.094187727,kc_winglet
8807,DP 13,0.96,-2,-0.12213486,0.095656764,kc_winglet
8808,DP 14,0.98,-2,-0.12207577,0.094482806,kc_winglet
8809,DP 15,1,-2,-0.12079844,0.093247277,kc_winglet
8810,DP 16,1.02,-2,-0.11936849,0.092069559,kc_winglet
8811,DP 17,1.04,-2,-0.11785296,0.090940689,kc_winglet
8812,DP 18,1.06,-2,-0.11629995,0.089869963,kc_winglet
8813,DP 19,1.08,-2,-0.11474546,0.088865637,kc_winglet
8814,DP 20,1.1,-2,-0.11314028,0.087933818,kc_winglet
8815,DP 21,1.12,-2,-0.11124224,0.087047331,kc_winglet
8816,DP 22,1.14,-2,-0.10898491,0.086231133,kc_winglet
8817,DP 23,1.16,-2,-0.10674474,0.085440677,kc_winglet
8818,DP 24,1.18,-2,-0.10582675,0.084596706,kc_winglet
8819,DP 25,1.2,-2,-0.10887453,0.083827455,kc_winglet
8820,DP 26,1.22,-2,-0.11438079,0.083291764,kc_winglet
8821,DP 27,1.24,-2,-0.1160448,0.082821402,kc_winglet
8822,DP 28,1.26,-2,-0.11299227,0.082468806,kc_winglet
8823,DP 29,1.28,-2,-0.10957617,0.082216292,kc_winglet
8824,DP 30,1.3,-2,-0.10746198,0.081923824,kc_winglet
8825,DP 31,1.32,-2,-0.10641753,0.081527198,kc_winglet
8826,DP 32,1.34,-2,-0.10574221,0.081060916,kc_winglet
8827,DP 33,1.36,-2,-0.10508064,0.080568897,kc_winglet
8828,DP 34,1.38,-2,-0.10435971,0.080067644,kc_winglet
8829,DP 35,1.4,-2,-0.10359569,0.079557431,kc_winglet
8830,DP 0,0.7,-9,-0.37921174,0.1200345,kc_winglet
8831,DP 1,0.72,-9,-0.37448755,0.12098041,kc_winglet
8832,DP 2,0.74,-9,-0.36928264,0.12207355,kc_winglet
8833,DP 3,0.76,-9,-0.36307543,0.12334146,kc_winglet
8834,DP 4,0.78,-9,-0.35521588,0.12485946,kc_winglet
8835,DP 5,0.8,-9,-0.34329073,0.12672641,kc_winglet
8836,DP 6,0.82,-9,-0.32973598,0.12988881,kc_winglet
8837,DP 7,0.84,-9,-0.34975515,0.1367461,kc_winglet
8838,DP 8,0.86,-9,-0.40549234,0.14642083,kc_winglet
8839,DP 9,0.88,-9,-0.50957266,0.16202136,kc_winglet
8840,DP 10,0.9,-9,-0.71895899,0.19944616,kc_winglet
8841,DP 11,0.92,-9,-0.8105328,0.22022457,kc_winglet
8842,DP 12,0.94,-9,-0.78908594,0.21678491,kc_winglet
8843,DP 13,0.96,-9,-0.76597539,0.21195162,kc_winglet
8844,DP 14,0.98,-9,-0.74680863,0.20769307,kc_winglet
8845,DP 15,1,-9,-0.73031409,0.20388287,kc_winglet
8846,DP 16,1.02,-9,-0.71580097,0.20047252,kc_winglet
8847,DP 17,1.04,-9,-0.70279135,0.19735037,kc_winglet
8848,DP 18,1.06,-9,-0.69112507,0.19449538,kc_winglet
8849,DP 19,1.08,-9,-0.68062379,0.19188623,kc_winglet
8850,DP 20,1.1,-9,-0.67122052,0.18952333,kc_winglet
8851,DP 21,1.12,-9,-0.66282902,0.18741375,kc_winglet
8852,DP 22,1.14,-9,-0.65524034,0.18550532,kc_winglet
8853,DP 23,1.16,-9,-0.64738977,0.18349739,kc_winglet
8854,DP 24,1.18,-9,-0.63839437,0.18138737,kc_winglet
8855,DP 25,1.2,-9,-0.62869159,0.17924656,kc_winglet
8856,DP 26,1.22,-9,-0.61846949,0.17707429,kc_winglet
8857,DP 27,1.24,-9,-0.60998111,0.17524198,kc_winglet
8858,DP 28,1.26,-9,-0.60572929,0.17415852,kc_winglet
8859,DP 29,1.28,-9,-0.60372709,0.17342769,kc_winglet
8860,DP 30,1.3,-9,-0.5978422,0.17196401,kc_winglet
8861,DP 31,1.32,-9,-0.588046,0.16989687,kc_winglet
8862,DP 32,1.34,-9,-0.57603698,0.16761391,kc_winglet
8863,DP 33,1.36,-9,-0.56265113,0.16529779,kc_winglet
8864,DP 34,1.38,-9,-0.54929385,0.16311258,kc_winglet
8865,DP 35,1.4,-9,-0.53726266,0.16111983,kc_winglet
8866,DP 0,0.7,-14,-0.52320188,0.20575753,kc_winglet
8867,DP 1,0.72,-14,-0.52825455,0.20831855,kc_winglet
8868,DP 2,0.74,-14,-0.53468426,0.21129048,kc_winglet
8869,DP 3,0.76,-14,-0.54295182,0.2147877,kc_winglet
8870,DP 4,0.78,-14,-0.55401824,0.21902091,kc_winglet
8871,DP 5,0.8,-14,-0.57037165,0.22439795,kc_winglet
8872,DP 6,0.82,-14,-0.59487828,0.23130349,kc_winglet
8873,DP 7,0.84,-14,-0.62963458,0.24019977,kc_winglet
8874,DP 8,0.86,-14,-0.67657752,0.25150182,kc_winglet
8875,DP 9,0.88,-14,-0.74005857,0.2665669,kc_winglet
8876,DP 10,0.9,-14,-0.83245035,0.28860113,kc_winglet
8877,DP 11,0.92,-14,-1.1697777,0.37943551,kc_winglet
8878,DP 12,0.94,-14,-1.1336446,0.37009341,kc_winglet
8879,DP 13,0.96,-14,-1.1022828,0.36131806,kc_winglet
8880,DP 14,0.98,-14,-1.0756938,0.35364127,kc_winglet
8881,DP 15,1,-14,-1.0523191,0.34676859,kc_winglet
8882,DP 16,1.02,-14,-1.0314423,0.3405907,kc_winglet
8883,DP 17,1.04,-14,-1.0126741,0.33499662,kc_winglet
8884,DP 18,1.06,-14,-0.99550512,0.32984867,kc_winglet
8885,DP 19,1.08,-14,-0.98000245,0.32515144,kc_winglet
8886,DP 20,1.1,-14,-0.96624305,0.32092256,kc_winglet
8887,DP 21,1.12,-14,-0.95431122,0.31718649,kc_winglet
8888,DP 22,1.14,-14,-0.94403549,0.31389956,kc_winglet
8889,DP 23,1.16,-14,-0.9346674,0.31084935,kc_winglet
8890,DP 24,1.18,-14,-0.92490772,0.30770342,kc_winglet
8891,DP 25,1.2,-14,-0.91439203,0.30442692,kc_winglet
8892,DP 26,1.22,-14,-0.90301737,0.30104144,kc_winglet
8893,DP 27,1.24,-14,-0.89023758,0.29715847,kc_winglet
8894,DP 28,1.26,-14,-0.87829214,0.29376156,kc_winglet
8895,DP 29,1.28,-14,-0.86761336,0.29078681,kc_winglet
8896,DP 30,1.3,-14,-0.85983871,0.28866209,kc_winglet
8897,DP 31,1.32,-14,-0.85440862,0.28716067,kc_winglet
8898,DP 32,1.34,-14,-0.84736067,0.28522297,kc_winglet
8899,DP 33,1.36,-14,-0.83739733,0.28249029,kc_winglet
8900,DP 34,1.38,-14,-0.82594816,0.27936093,kc_winglet
8901,DP 35,1.4,-14,-0.81363317,0.27602275,kc_winglet
8902,DP 0,0.7,-15,-0.54600783,0.22339408,kc_winglet
8903,DP 1,0.72,-15,-0.55279854,0.22637556,kc_winglet
8904,DP 2,0.74,-15,-0.56130947,0.22984322,kc_winglet
8905,DP 3,0.76,-15,-0.57195711,0.23388102,kc_winglet
8906,DP 4,0.78,-15,-0.58599636,0.23876641,kc_winglet
8907,DP 5,0.8,-15,-0.6049362,0.24477026,kc_winglet
8908,DP 6,0.82,-15,-0.63059398,0.25215596,kc_winglet
8909,DP 7,0.84,-15,-0.66437718,0.2611438,kc_winglet
8910,DP 8,0.86,-15,-0.70881164,0.2726189,kc_winglet
8911,DP 9,0.88,-15,-0.76734473,0.28748452,kc_winglet
8912,DP 10,0.9,-15,-0.84864995,0.30825818,kc_winglet
8913,DP 11,0.92,-15,-1.227947,0.41564277,kc_winglet
8914,DP 12,0.94,-15,-1.1917995,0.40596555,kc_winglet
8915,DP 13,0.96,-15,-1.1587152,0.39621454,kc_winglet
8916,DP 14,0.98,-15,-1.1307097,0.38771085,kc_winglet
8917,DP 15,1,-15,-1.1062363,0.38013838,kc_winglet
8918,DP 16,1.02,-15,-1.0844665,0.37335962,kc_winglet
8919,DP 17,1.04,-15,-1.0646852,0.36717726,kc_winglet
8920,DP 18,1.06,-15,-1.0468522,0.36156393,kc_winglet
8921,DP 19,1.08,-15,-1.0307102,0.35644207,kc_winglet
8922,DP 20,1.1,-15,-1.0162348,0.35180431,kc_winglet
8923,DP 21,1.12,-15,-1.0033825,0.34763498,kc_winglet
8924,DP 22,1.14,-15,-0.99203822,0.3438981,kc_winglet
8925,DP 23,1.16,-15,-0.98190626,0.34049004,kc_winglet
8926,DP 24,1.18,-15,-0.97229122,0.33718935,kc_winglet
8927,DP 25,1.2,-15,-0.96176144,0.33372627,kc_winglet
8928,DP 26,1.22,-15,-0.95035199,0.33015391,kc_winglet
8929,DP 27,1.24,-15,-0.93814191,0.3263909,kc_winglet
8930,DP 28,1.26,-15,-0.92572197,0.32277006,kc_winglet
8931,DP 29,1.28,-15,-0.91412541,0.31940569,kc_winglet
8932,DP 30,1.3,-15,-0.90469266,0.31659705,kc_winglet
8933,DP 31,1.32,-15,-0.89801914,0.3146781,kc_winglet
8934,DP 32,1.34,-15,-0.89265629,0.31309022,kc_winglet
8935,DP 33,1.36,-15,-0.88528228,0.31083783,kc_winglet
8936,DP 34,1.38,-15,-0.87551963,0.30803216,kc_winglet
8937,DP 35,1.4,-15,-0.86437062,0.30478576,kc_winglet
8938,DP 0,0.7,6,1.3830098,0.12815575,kc_winglet
8939,DP 1,0.72,6,1.3786027,0.13885806,kc_winglet
8940,DP 2,0.74,6,1.3652486,0.14937211,kc_winglet
8941,DP 3,0.76,6,1.3457601,0.15963725,kc_winglet
8942,DP 4,0.78,6,1.3372207,0.1723663,kc_winglet
8943,DP 5,0.8,6,1.3626121,0.19257962,kc_winglet
8944,DP 6,0.82,6,1.4138419,0.22005062,kc_winglet
8945,DP 7,0.84,6,1.3454066,0.22108439,kc_winglet
8946,DP 8,0.86,6,1.2472204,0.21386871,kc_winglet
8947,DP 9,0.88,6,1.149479,0.20486258,kc_winglet
8948,DP 10,0.9,6,1.0618271,0.19586466,kc_winglet
8949,DP 11,0.92,6,0.99112722,0.18805264,kc_winglet
8950,DP 12,0.94,6,0.93922765,0.18185011,kc_winglet
8951,DP 13,0.96,6,0.90033521,0.17684025,kc_winglet
8952,DP 14,0.98,6,0.86855682,0.17254604,kc_winglet
8953,DP 15,1,6,0.84180305,0.16879309,kc_winglet
8954,DP 16,1.02,6,0.8186064,0.16546565,kc_winglet
8955,DP 17,1.04,6,0.79799107,0.1624543,kc_winglet
8956,DP 18,1.06,6,0.77950681,0.15971637,kc_winglet
8957,DP 19,1.08,6,0.76288648,0.15723156,kc_winglet
8958,DP 20,1.1,6,0.74785034,0.15497405,kc_winglet
8959,DP 21,1.12,6,0.73401178,0.15288434,kc_winglet
8960,DP 22,1.14,6,0.72090017,0.15095829,kc_winglet
8961,DP 23,1.16,6,0.70746603,0.14905918,kc_winglet
8962,DP 24,1.18,6,0.69429503,0.14704606,kc_winglet
8963,DP 25,1.2,6,0.68277331,0.14505102,kc_winglet
8964,DP 26,1.22,6,0.67093568,0.14347154,kc_winglet
8965,DP 27,1.24,6,0.64981478,0.14147115,kc_winglet
8966,DP 28,1.26,6,0.61519002,0.13836728,kc_winglet
8967,DP 29,1.28,6,0.57349429,0.13496785,kc_winglet
8968,DP 30,1.3,6,0.53695115,0.13174477,kc_winglet
8969,DP 31,1.32,6,0.50927501,0.12887464,kc_winglet
8970,DP 32,1.34,6,0.48744895,0.12633396,kc_winglet
8971,DP 33,1.36,6,0.46863028,0.12399855,kc_winglet
8972,DP 34,1.38,6,0.45165931,0.1218011,kc_winglet
8973,DP 35,1.4,6,0.43611695,0.11972567,kc_winglet
8974,DP 0,0.7,16,1.0609498,0.308796,kc_winglet
8975,DP 1,0.72,16,1.0711549,0.3127046,kc_winglet
8976,DP 2,0.74,16,1.0827413,0.31689572,kc_winglet
8977,DP 3,0.76,16,1.095706,0.3214605,kc_winglet
8978,DP 4,0.78,16,1.1107772,0.32665758,kc_winglet
8979,DP 5,0.8,16,1.1287022,0.33252366,kc_winglet
8980,DP 6,0.82,16,1.1527802,0.33955741,kc_winglet
8981,DP 7,0.84,16,1.1931337,0.35013458,kc_winglet
8982,DP 8,0.86,16,1.2707002,0.37215249,kc_winglet
8983,DP 9,0.88,16,1.3942765,0.41429242,kc_winglet
8984,DP 10,0.9,16,1.7331838,0.56327925,kc_winglet
8985,DP 11,0.92,16,1.6521119,0.5418213,kc_winglet
8986,DP 12,0.94,16,1.6023978,0.52703624,kc_winglet
8987,DP 13,0.96,16,1.5616233,0.51461447,kc_winglet
8988,DP 14,0.98,16,1.5260538,0.50364136,kc_winglet
8989,DP 15,1,16,1.494366,0.49378708,kc_winglet
8990,DP 16,1.02,16,1.4660118,0.48497052,kc_winglet
8991,DP 17,1.04,16,1.4403674,0.47693812,kc_winglet
8992,DP 18,1.06,16,1.4170474,0.46961425,kc_winglet
8993,DP 19,1.08,16,1.3958947,0.46292224,kc_winglet
8994,DP 20,1.1,16,1.376957,0.45686794,kc_winglet
8995,DP 21,1.12,16,1.3601194,0.4514211,kc_winglet
8996,DP 22,1.14,16,1.3452541,0.44654935,kc_winglet
8997,DP 23,1.16,16,1.3318257,0.44210615,kc_winglet
8998,DP 24,1.18,16,1.3188634,0.43784012,kc_winglet
8999,DP 25,1.2,16,1.3056512,0.43358773,kc_winglet
9000,DP 26,1.22,16,1.2922506,0.42934703,kc_winglet
9001,DP 27,1.24,16,1.2787497,0.42501381,kc_winglet
9002,DP 28,1.26,16,1.2655022,0.42073865,kc_winglet
9003,DP 29,1.28,16,1.2525341,0.41688894,kc_winglet
9004,DP 30,1.3,16,1.242415,0.4135359,kc_winglet
9005,DP 31,1.32,16,1.2340477,0.4106958,kc_winglet
